City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Carbonia,39.17,8.52,51.8,87,0,2.24,IT,1607285898
Sterling,39.01,-77.43,44.6,45,20,13.87,US,1607285898
São José da Coroa Grande,-8.9,-35.15,78.98,71,18,10.42,BR,1607285899
Half Moon Bay,37.46,-122.43,59.0,71,1,12.75,US,1607285899
Sur,22.57,59.53,75.74,66,0,12.88,OM,1607285786
Makakilo City,21.35,-158.09,78.8,65,1,3.49,US,1607285808
Kjøllefjord,70.95,27.35,32.0,90,75,13.87,NO,1607285900
Olafsvik,64.89,-23.71,33.3,85,100,10.11,IS,1607285900
Chui,-33.7,-53.46,65.97,57,18,10.2,UY,1607285899
Kutum,14.2,24.67,65.84,24,1,9.13,SD,1607285794
Karpogory,64.0,44.45,31.01,97,100,8.88,RU,1607285900
Zheshart,62.07,49.57,27.93,97,95,9.15,RU,1607285901
Biloela,-24.42,150.5,73.96,80,53,8.21,AU,1607285821
Kemin,42.78,75.69,23.52,81,0,3.62,KG,1607285901
Becerril,9.7,-73.28,87.1,64,100,2.84,CO,1607285901
Stryn,61.9,6.72,32.0,84,40,2.24,NO,1607285902
Morozovsk,48.35,41.83,16.79,91,0,15.73,RU,1607285902
Mersing,2.43,103.84,78.8,88,91,8.05,MY,1607285902
Lata,40.16,-8.33,53.6,93,40,4.7,PT,1607285828
Salalah,17.02,54.09,75.2,64,0,2.24,OM,1607285902
Saint Anthony,45.02,-93.22,35.6,80,90,10.29,US,1607285903
San Miguel de Tucumán,-26.82,-65.22,78.8,50,40,4.7,AR,1607285903
Freeport,40.66,-73.58,41.0,44,1,18.34,US,1607285804
Kosonsoy,41.26,71.55,35.6,59,13,4.7,UZ,1607285903
Paphos,34.77,32.42,57.2,76,20,8.05,CY,1607285725
Quatre Cocos,-20.21,57.76,78.01,83,75,8.05,MU,1607285786
Mogadishu,2.04,45.34,79.74,76,0,13.09,SO,1607285655
Cayenne,4.93,-52.33,86.0,70,40,10.29,GF,1607285802
Jiazi,22.88,116.07,62.08,82,52,7.85,CN,1607285904
Ikot Ekpene,5.18,7.71,77.47,83,95,7.54,NG,1607285905
Havelock,34.88,-76.9,55.99,46,1,8.05,US,1607285663
Westport,41.14,-73.36,42.01,53,0,1.01,US,1607285749
Santiago del Estero,-27.8,-64.26,84.33,29,0,6.26,AR,1607285670
Bosaso,11.28,49.18,77.95,67,55,1.99,SO,1607285906
Tautira,-17.73,-149.15,75.2,88,75,6.93,PF,1607285906
Bonfim,3.08,-59.95,92.21,45,96,7.7,BR,1607285783
Kloulklubed,7.04,134.26,77.0,94,75,9.6,PW,1607285907
San Jose,37.34,-121.89,57.99,81,90,4.83,US,1607285656
Severo-Yeniseyskiy,60.37,93.04,1.4,93,100,12.1,RU,1607285907
Itarema,-2.92,-39.92,81.86,73,100,16.64,BR,1607285775
Kirakira,-10.45,161.92,80.46,79,94,2.66,SB,1607285907
Necochea,-38.55,-58.74,77.04,32,0,15.37,AR,1607285908
Chibuto,-24.69,33.53,73.15,79,0,9.98,MZ,1607285908
Kaitangata,-46.28,169.85,63.0,57,0,4.0,NZ,1607285908
Hambantota,6.12,81.12,77.27,85,95,7.31,LK,1607285909
Yuanping,38.72,112.76,19.13,78,0,5.23,CN,1607285909
Leshukonskoye,64.9,45.76,31.69,99,100,7.18,RU,1607285909
Kavieng,-2.57,150.8,82.89,73,33,11.48,PG,1607285909
Harper,4.38,-7.72,79.09,81,4,4.74,LR,1607285909
Hamilton,39.18,-84.53,41.0,65,90,4.7,US,1607285910
Opochka,56.71,28.66,26.98,87,0,12.3,RU,1607285910
Umluj,25.02,37.27,71.26,51,0,9.62,SA,1607285910
Anuradhapura,8.36,80.42,74.35,96,100,3.56,LK,1607285910
Egvekinot,66.32,-179.17,7.88,87,4,4.34,RU,1607285773
Sharjah city,25.36,55.4,77.0,73,0,6.93,AE,1607285612
Gamba,-2.65,10.0,77.59,89,100,7.92,GA,1607285911
Kokkola,63.84,23.13,41.0,100,90,12.75,FI,1607285911
Los Llanos de Aridane,28.66,-17.92,64.4,77,40,16.11,ES,1607285911
Acaraú,-2.89,-40.12,82.44,71,100,17.81,BR,1607285730
Gizo Government Station,-8.1,156.84,83.32,74,59,6.98,SB,1607285912
Canberra,-35.28,149.13,57.0,58,75,17.22,AU,1607285912
Contamana,-7.33,-75.02,84.34,63,99,2.06,PE,1607285913
Dudinka,69.41,86.18,12.2,92,90,22.37,RU,1607285913
Ancud,-41.87,-73.82,69.8,56,0,9.17,CL,1607285913
Mago,53.25,140.18,-1.95,88,0,1.16,RU,1607285913
Aleppo Governorate,36.25,37.5,51.64,56,0,3.89,SY,1607285914
Moa,20.66,-74.94,81.16,65,12,9.22,CU,1607285914
Dunedin,-45.87,170.5,63.0,63,13,4.0,NZ,1607285811
Serenje,-13.23,30.24,64.36,88,100,2.64,ZM,1607285914
Rio Branco,-9.97,-67.81,75.2,94,75,3.36,BR,1607285915
Lüshunkou,38.8,121.27,30.2,58,0,4.47,CN,1607285915
Kruisfontein,-34.0,24.73,66.0,94,100,7.0,ZA,1607285915
Shingū,33.73,135.98,47.77,67,0,5.32,JP,1607285785
Liberec,50.77,15.06,48.0,75,69,11.99,CZ,1607285784
‘Ewa Beach,21.32,-158.01,78.8,65,1,3.53,US,1607285916
Tual,-5.67,132.75,84.9,69,100,3.29,ID,1607285916
Ubari,26.59,12.78,58.68,35,100,8.01,LY,1607285916
Jumla,29.27,82.18,37.54,64,0,3.27,NP,1607285917
Charters Towers,-20.1,146.27,71.65,77,22,5.93,AU,1607285917
Dawei,14.08,98.2,66.88,77,100,4.76,MM,1607285917
Muzhi,65.37,64.67,24.39,93,87,14.76,RU,1607285917
Shubarkuduk,49.14,56.49,3.0,92,0,5.3,KZ,1607285918
Pacific Grove,36.62,-121.92,59.0,58,1,3.36,US,1607285653
Shimoda,34.67,138.95,53.56,53,0,10.16,JP,1607285918
Saldanha,-33.01,17.94,59.0,82,0,3.36,ZA,1607285918
Khovd,48.01,91.64,-0.08,80,0,1.1,MN,1607285691
Grindavik,63.84,-22.43,32.0,95,90,20.8,IS,1607285919
Añisoc,1.87,10.77,71.94,94,100,2.21,GQ,1607285919
Ørnes,66.87,13.71,37.4,74,90,12.75,NO,1607285919
Piranshahr,36.7,45.14,31.89,95,99,3.67,IR,1607285919
‘Āhuimanu,21.44,-157.84,80.01,69,20,2.82,US,1607285744
Banda Aceh,5.56,95.32,77.49,82,100,6.15,ID,1607285812
Mahibadhoo,3.78,72.97,82.17,77,100,12.95,MV,1607285920
Bay Roberts,47.6,-53.26,45.0,100,90,9.17,CA,1607285920
Nikel,69.41,30.22,19.4,92,0,6.93,RU,1607285921
Lodeynoye Pole,60.73,33.55,29.07,89,82,7.45,RU,1607285921
Nabire,-3.37,135.48,75.74,83,97,2.17,ID,1607285921
Sorsk,54.0,90.25,7.25,88,100,3.49,RU,1607285922
La Macarena,2.18,-73.78,88.52,53,87,3.58,CO,1607285922
Kaabong,3.48,34.15,72.21,51,2,9.44,UG,1607285922
Alice Springs,-23.7,133.88,69.8,56,100,3.36,AU,1607285682
Mandalgovi,45.76,106.27,-4.38,85,48,11.48,MN,1607285923
Quime,-16.98,-67.22,54.55,70,100,5.86,BO,1607285923
Cabedelo,-6.98,-34.83,82.4,74,75,13.87,BR,1607285923
Marawi,8.0,124.29,75.0,95,100,3.0,PH,1607285923
Bhātāpāra,21.73,81.93,65.12,48,0,1.54,IN,1607285924
Lys'va,58.11,57.81,13.42,95,100,5.12,RU,1607285924
Poum,-20.23,164.02,78.49,78,0,10.31,NC,1607285924
Ambulu,-8.35,113.61,76.78,86,97,2.17,ID,1607285924
Yulara,-25.24,130.99,69.8,49,98,6.93,AU,1607285924
Mayo,38.89,-76.51,45.0,52,1,10.29,US,1607285925
Yeppoon,-23.13,150.73,77.0,78,90,4.7,AU,1607285925
San Juan,-31.54,-68.54,89.78,16,0,7.52,AR,1607285925
Wattegama,6.8,81.48,73.45,95,68,1.5,LK,1607285926
Camacha,33.08,-16.33,60.8,82,40,12.75,PT,1607285926
Petropavlovsk-Kamchatskiy,53.05,158.65,3.2,84,15,8.95,RU,1607285926
Loncoche,-39.37,-72.63,80.6,42,0,5.82,CL,1607285812
Khani,41.96,42.96,46.4,76,0,17.22,GE,1607285927
Den Helder,52.96,4.76,43.0,87,90,5.82,NL,1607285669
Balkhash,46.84,74.98,12.69,92,93,11.27,KZ,1607285927
Nagato,34.38,131.2,44.6,87,20,3.36,JP,1607285927
Aktash,50.3,87.73,-8.09,76,5,3.69,RU,1607285928
Batemans Bay,-35.72,150.18,57.0,60,0,7.0,AU,1607285928
Burnie,-41.07,145.92,51.01,80,25,8.99,AU,1607285928
Ozernovskiy,51.5,156.52,28.67,89,100,17.72,RU,1607285928
Ilebo,-4.32,20.58,70.99,94,98,1.77,CD,1607285928
Escanaba,45.75,-87.06,36.0,55,1,4.7,US,1607285929
Cockburn Town,21.46,-71.14,80.6,69,40,5.82,TC,1607285808
Inhambane,-23.86,35.38,74.03,82,55,9.93,MZ,1607285816
São Filipe,14.9,-24.5,75.36,75,15,10.27,CV,1607285930
Butembo,0.15,29.28,57.97,96,45,2.93,CD,1607285930
Neuquén,-38.95,-68.06,91.4,21,0,8.05,AR,1607285881
Hinche,19.15,-72.02,86.0,65,20,13.87,HT,1607285930
Santa Cruz del Norte,23.15,-81.92,82.4,74,40,4.7,CU,1607285931
Karratha,-20.74,116.85,81.25,66,38,8.08,AU,1607285824
San Patricio,28.02,-97.52,64.99,63,40,13.87,US,1607285903
Kotel’niki,55.64,37.84,18.0,78,0,2.24,RU,1607285931
Kiryat Gat,31.61,34.76,60.01,83,0,7.2,IL,1607285932
Esna,25.29,32.55,60.8,38,0,1.1,EG,1607285932
Sobolevo,54.43,31.9,22.64,92,0,10.98,RU,1607285932
Kilindoni,-7.91,39.67,81.28,74,0,11.36,TZ,1607285932
Monte Patria,-30.69,-70.95,86.65,21,0,10.31,CL,1607285753
Hailar,49.2,119.7,2.75,89,0,13.38,CN,1607285795
Palmares do Sul,-30.26,-50.51,65.07,87,100,11.9,BR,1607285933
Smirnykh,49.75,142.83,13.32,90,100,1.48,RU,1607285933
Kysyl-Syr,63.9,122.76,-1.93,91,100,5.73,RU,1607285933
Xifeng,42.74,124.72,12.36,89,0,7.54,CN,1607285933
Fethiye,36.62,29.12,51.8,93,0,6.93,TR,1607285934
Markivka,49.52,39.57,17.42,88,0,15.01,UA,1607285935
Ortaköy,38.74,34.04,30.2,74,0,4.7,TR,1607285935
Bubaque,11.28,-15.83,82.44,67,0,15.59,GW,1607285935
Watrous,51.67,-105.47,21.2,79,0,9.17,CA,1607285935
Léo,11.1,-2.1,81.07,25,11,2.33,BF,1607285936
Cap-aux-Meules,47.38,-61.86,46.4,81,93,14.99,CA,1607285936
La Ronge,55.1,-105.28,39.2,44,0,4.7,CA,1607285936
Lagoa,39.05,-27.98,60.51,73,0,12.53,PT,1607285777
Richards Bay,-28.78,32.04,71.6,89,58,6.85,ZA,1607285937
Baghdad,33.34,44.4,55.4,54,0,6.93,IQ,1607285732
Fortuna,40.6,-124.16,54.0,94,53,1.01,US,1607285937
Oroquieta,8.49,123.8,75.51,87,100,2.3,PH,1607285937
Okato,-39.2,173.88,62.01,95,100,11.99,NZ,1607285918
Ulladulla,-35.35,150.47,63.0,66,0,3.36,AU,1607285809
Vanimo,-2.67,141.3,76.73,89,100,6.46,PG,1607285938
Panama City,8.99,-79.52,89.6,79,75,12.75,PA,1607285835
Mezen',65.85,44.24,34.36,96,100,8.16,RU,1607285939
Okhotsk,59.38,143.3,-11.47,83,0,15.59,RU,1607285939
Anadyr,64.75,177.48,24.8,73,75,6.71,RU,1607285939
Srednekolymsk,67.45,153.68,-21.3,86,96,2.55,RU,1607285813
La Primavera,5.49,-70.41,79.29,85,100,7.36,CO,1607285898
Ewo,-0.87,14.82,76.69,68,69,3.42,CG,1607285940
Paamiut,61.99,-49.67,31.73,95,99,10.04,GL,1607285797
Kaili,-3.46,120.21,69.51,74,99,2.66,ID,1607285940
Assiniboia,49.63,-105.98,39.2,51,2,8.05,CA,1607285941
Port Blair,11.67,92.75,79.12,74,31,9.55,IN,1607285684
Labytnangi,66.66,66.42,26.85,95,21,13.0,RU,1607285941
Kynashiv,48.67,28.9,24.01,81,0,12.73,UA,1607285941
Tadine,-21.55,167.88,78.89,79,22,18.01,NC,1607285942
Mugango,-1.68,33.7,73.4,83,40,11.41,TZ,1607285942
Namatanai,-3.67,152.43,80.46,79,85,5.39,PG,1607285942
Grand Gaube,-20.01,57.66,78.01,77,41,5.01,MU,1607285942
Puerto Nariño,-3.77,-70.38,86.0,74,75,6.93,CO,1607285942
Port-Gentil,-0.72,8.78,77.0,94,20,4.7,GA,1607285943
Koslan,63.46,48.9,28.83,98,100,8.55,RU,1607285943
Sprâncenata,44.08,24.63,39.99,100,90,20.8,RO,1607285943
Kadoma,34.73,135.58,42.01,81,0,1.23,JP,1607285943
Kariba,-16.52,28.8,73.06,89,100,2.59,ZW,1607285943
Sawākin,19.11,37.33,77.85,58,0,8.08,SD,1607285944
Hasaki,35.73,140.83,37.4,100,75,2.24,JP,1607285944
Antofagasta,-23.65,-70.4,68.0,64,40,17.22,CL,1607285850
São João da Barra,-21.64,-41.05,80.6,74,20,13.87,BR,1607285945
Moyale,3.52,39.06,70.5,70,0,2.8,KE,1607285884
Pisco,-13.7,-76.22,73.4,69,0,14.99,PE,1607285945
Seara,41.18,-7.8,52.0,91,100,6.04,PT,1607285945
Baykit,61.67,96.37,8.64,91,100,5.12,RU,1607285925
Parry Sound,45.35,-80.03,28.99,68,13,6.67,CA,1607285907
Vikulovo,56.82,70.61,2.32,92,3,10.96,RU,1607285946
Voznesen'ye,61.01,35.48,32.41,85,81,11.36,RU,1607285946
Bud,39.45,-86.18,35.01,71,90,3.36,US,1607285947
Agropoli,40.35,15.0,51.01,85,36,3.0,IT,1607285947
Vardø,70.37,31.11,26.6,79,0,20.8,NO,1607285947
Arica,-18.48,-70.3,69.8,64,0,14.99,CL,1607285920
Orcopampa,-15.27,-72.34,57.18,46,100,11.63,PE,1607285948
Hirara,24.8,125.28,74.26,84,100,23.24,JP,1607285948
Bundaberg,-24.85,152.35,81.0,78,91,10.29,AU,1607285948
Nuuk,64.18,-51.72,32.0,97,98,13.87,GL,1607285948
Sayyan,15.17,44.32,54.34,63,4,2.42,YE,1607285949
Pangody,65.85,74.49,17.58,97,97,17.65,RU,1607285922
Morondava,-20.28,44.28,80.11,80,38,7.29,MG,1607285949
Noumea,-22.28,166.46,81.0,65,0,3.36,NC,1607285888
Saquarema,-22.92,-42.51,78.8,88,75,8.05,BR,1607285950
Norman Wells,65.28,-126.83,-4.0,91,75,2.24,CA,1607285950
Verkhnevilyuysk,63.45,120.32,-4.04,89,100,9.13,RU,1607285950
Sept-Îles,50.2,-66.38,28.99,86,100,18.34,CA,1607285950
Grants,35.15,-107.85,55.4,12,1,12.75,US,1607285950
Port Hawkesbury,45.62,-61.35,45.0,75,90,12.75,CA,1607285915
Marzuq,14.4,46.47,65.3,74,0,3.4,YE,1607285951
Locri,38.24,16.26,57.99,71,40,9.17,IT,1607285951
Vanavara,60.34,102.28,11.23,95,100,10.54,RU,1607285952
Cap Malheureux,-19.98,57.61,78.01,77,38,5.01,MU,1607285931
Byron Bay,-28.65,153.62,73.4,88,90,9.17,AU,1607285953
Chaparral,3.72,-75.48,81.91,62,0,2.42,CO,1607285953
Soyo,-6.13,12.37,78.22,85,100,9.19,AO,1607285953
Toora-Khem,52.47,96.11,-6.29,87,94,1.23,RU,1607285953
Prince Rupert,54.32,-130.32,46.4,87,90,25.28,CA,1607285954
Roswell,34.02,-84.36,55.0,58,1,3.36,US,1607285852
Alexandria,31.22,29.96,62.6,63,0,6.93,EG,1607285752
Suzhou,31.31,120.62,51.01,79,100,4.09,CN,1607285954
Broken Hill,-31.95,141.43,55.4,62,0,11.41,AU,1607285819
Yerofey Pavlovich,53.97,121.97,-2.69,88,0,3.13,RU,1607285955
Tromsø,69.65,18.96,26.01,100,20,8.05,NO,1607285955
Ekhabi,53.51,142.97,3.79,90,3,11.45,RU,1607285955
Chapais,49.78,-74.85,15.8,92,90,11.41,CA,1607285955
Norsup,-16.07,167.38,73.4,100,75,4.54,VU,1607285956
Husavik,66.04,-17.34,14.0,92,0,5.82,IS,1607285956
Lorengau,-2.02,147.27,82.54,75,100,10.98,PG,1607285956
Elmira,42.09,-76.81,33.8,59,40,11.41,US,1607285957
Yar-Sale,66.83,70.83,26.4,95,96,21.05,RU,1607285957
Port Augusta,-32.5,137.77,59.0,72,90,11.41,AU,1607285812
Erzin,36.96,36.2,60.01,55,0,2.13,TR,1607285957
Birjand,32.87,59.22,39.2,100,90,16.11,IR,1607285957
Taoudenni,22.68,-3.98,64.24,31,0,8.95,ML,1607285768
São Félix do Xingu,-6.64,-51.99,83.75,75,100,1.88,BR,1607285942
Matamoros,25.53,-103.25,57.2,28,5,6.15,MX,1607285947
Chifeng,42.27,118.96,1.72,85,0,9.75,CN,1607285958
Asekeyevo,53.57,52.8,7.45,85,0,3.51,RU,1607285959
Karlstadt am Main,49.96,9.77,37.0,96,100,2.39,DE,1607285959
Poya,-21.35,165.15,79.41,70,0,4.9,NC,1607285959
Zheleznodorozhnyy,55.75,38.0,18.0,78,0,2.24,RU,1607285959
Azul,-36.78,-59.86,82.42,16,0,10.58,AR,1607285892
Kieta,-6.22,155.63,80.19,78,45,0.67,PG,1607285932
Sola,-13.88,167.55,79.68,82,64,5.17,VU,1607285960
Mosquera,4.71,-74.23,62.6,55,75,11.41,CO,1607285942
Montale,43.94,11.02,45.0,93,79,5.99,IT,1607285960
Tatarsk,55.22,75.98,0.46,93,27,8.46,RU,1607285961
Port Keats,-14.25,129.55,82.15,79,95,4.43,AU,1607285961
Hay River,60.82,-115.8,19.4,85,48,8.05,CA,1607285961
Praia,14.92,-23.51,75.2,69,20,18.34,CV,1607285770
San Fernando del Valle de Catamarca,-28.47,-65.79,84.99,50,14,4.0,AR,1607285924
Buala,-8.14,159.59,81.48,80,65,5.39,SB,1607285962
Aripuanã,-9.17,-60.63,88.74,56,98,0.96,BR,1607285744
Kokopo,-4.35,152.26,77.74,82,9,4.21,PG,1607285962
Gravdal,68.12,13.5,32.0,89,90,3.36,NO,1607285963
Agadez,19.75,10.25,75.83,19,0,9.57,NE,1607285963
Kitui,-1.37,38.01,64.44,98,3,0.96,KE,1607285963
Hobyo,5.35,48.53,79.14,74,0,10.07,SO,1607285963
Keminmaa,65.86,24.82,35.6,100,90,11.41,FI,1607285964
Aras,42.56,-2.36,43.0,87,75,4.7,ES,1607285964
Cururupu,-1.83,-44.87,81.88,73,100,5.77,BR,1607285964
Riyadh,24.69,46.72,60.8,48,0,8.05,SA,1607285712
Champasak,14.75,106.0,64.92,89,1,0.96,LA,1607285964
Ismailia,30.6,32.27,62.82,53,0,6.67,EG,1607285670
Bandarbeyla,9.49,50.81,75.63,77,0,11.61,SO,1607285929
Pangnirtung,66.15,-65.71,14.0,78,40,9.17,CA,1607285965
Indramayu,-6.33,108.32,80.24,81,100,16.91,ID,1607285965
Kinkala,-4.36,14.76,80.6,78,20,3.36,CG,1607285965
Khonsa,27.02,95.57,54.84,85,95,1.7,IN,1607285966
Beloha,-25.17,45.05,73.54,78,100,12.1,MG,1607285966
Taltal,-25.4,-70.48,67.26,57,22,7.38,CL,1607285966
Vostok,46.49,135.88,6.13,97,99,3.94,RU,1607285966
Japura,-0.32,102.35,73.58,92,100,1.41,ID,1607285967
San Andrés,12.58,-81.7,84.2,74,20,6.93,CO,1607285967
College,64.86,-147.8,0.0,70,90,5.82,US,1607285801
Jalu,29.03,21.55,68.79,24,96,6.26,LY,1607285922
Kiama,-34.68,150.87,63.0,69,0,1.99,AU,1607285967
San Felipe,10.34,-68.74,78.71,86,71,4.27,VE,1607285968
Tiarei,-17.53,-149.33,75.2,88,75,6.93,PF,1607285968
Nouadhibou,20.93,-17.03,66.2,63,100,17.22,MR,1607285968
Fare,-16.7,-151.02,81.46,72,100,11.39,PF,1607285807
Aksha,50.28,113.29,8.19,80,12,10.13,RU,1607285968
Pemangkat,1.17,108.97,80.04,87,100,13.51,ID,1607285969
Ferkessédougou,9.6,-5.2,83.12,35,35,3.04,CI,1607285969
San Policarpo,12.18,125.51,81.48,85,100,6.49,PH,1607285969
Haines Junction,60.75,-137.51,10.4,85,100,1.95,CA,1607285917
Tabas,33.6,56.92,48.2,87,56,1.81,IR,1607285970
Chumikan,54.72,135.31,0.41,85,99,20.78,RU,1607285970
Maragogi,-9.01,-35.22,78.67,72,8,10.51,BR,1607285970
